block;russian;transcription;english;translations;examples
human_body_60;кисть;/kist/;hand;hand;Это кисть. | У человека есть кисть.
human_body_60;па́лец;/palyets/;finger;finger;Это па́лец. | У человека есть па́лец.
human_body_60;но́готь;/nogot/;nail;nail;Это но́готь. | У человека есть но́готь.
human_body_60;грудь;/grud/;chest;chest;Это грудь. | У человека есть грудь.
human_body_60;спина́;/spina/;back;back;Это спина́. | У человека есть спина́.
human_body_60;та́лия;/taliya/;waist;waist;Это та́лия. | У человека есть та́лия.
human_body_60;живо́т;/zhivot/;belly;belly;Это живо́т. | У человека есть живо́т.
human_body_60;бедро́;/byedro/;thigh;thigh;Это бедро́. | У человека есть бедро́.
human_body_60;нога́;/noga/;leg;leg;Это нога́. | У человека есть нога́.
human_body_60;коле́но;/kolyeno/;knee;knee;Это коле́но. | У человека есть коле́но.
human_body_60;лоды́жка;/lodyzhka/;ankle;ankle;Это лоды́жка. | У человека есть лоды́жка.
human_body_60;ступня́;/stupnya/;foot;foot;Это ступня́. | У человека есть ступня́.
human_body_60;пя́тка;/pyatka/;heel;heel;Это пя́тка. | У человека есть пя́тка.
human_body_60;ко́жа;/kozha/;skin;skin;Это ко́жа. | У человека есть ко́жа.
human_body_60;кость;/kost/;bone;bone;Это кость. | У человека есть кость.
human_body_60;мы́шца;/myshtsa/;muscle;muscle;Это мы́шца. | У человека есть мы́шца.
human_body_60;скеле́т;/skyelyet/;skeleton;skeleton;Это скеле́т. | У человека есть скеле́т.
human_body_60;мозг;/mozg/;brain;brain;Это мозг. | У человека есть мозг.
human_body_60;се́рдце;/syerdtsye/;heart;heart;Это се́рдце. | У человека есть се́рдце.
human_body_60;лёгкие;/lyogkiye/;lungs;lungs;Это лёгкие. | У человека есть лёгкие.
human_body_60;пе́чень;/pyechyen/;liver;liver;Это пе́чень. | У человека есть пе́чень.
human_body_60;жело́док;/zhyeludok/;stomach;stomach;Это жело́док. | У человека есть жело́док.
human_body_60;кише́чник;/kishyechnik/;intestine;intestine;Это кише́чник. | У человека есть кише́чник.
human_body_60;по́чки;/pochki/;kidneys;kidneys;Это по́чки. | У человека есть по́чки.
human_body_60;кровь;/krov/;blood;blood;Это кровь. | У человека есть кровь.
human_body_60;нерв;/nyerv/;nerve;nerve;Это нерв. | У человека есть нерв.
human_body_60;го́рло;/gorlo/;throat;throat;Это го́рло. | У человека есть го́рло.
human_body_60;лёгкое телосложе́ние;/lyogkoye tyeloslozhyeniye/;slim build;slim build;"Это ""лёгкое телосложе́ние"". | Так можно описать человека."
human_body_60;кре́пкое телосложе́ние;/kryepkoye tyeloslozhyeniye/;strong build;strong build;"Это ""кре́пкое телосложе́ние"". | Так можно описать человека."
human_body_60;худо́й;/khudoy/;thin;thin;"Это ""худо́й"". | Так можно описать человека."
human_body_60;по́лный;/polnyy/;overweight;overweight;"Это ""по́лный"". | Так можно описать человека."
human_body_60;высо́кий рост;/vysokiy rost/;tall stature;tall stature;"Это ""высо́кий рост"". | Так можно описать человека."
human_body_60;сре́дний рост;/sryedniy rost/;average height;average height;"Это ""сре́дний рост"". | Так можно описать человека."
human_body_60;ни́зкий рост;/nizkiy rost/;short stature;short stature;"Это ""ни́зкий рост"". | Так можно описать человека."
human_body_60;пряма́я оса́нка;/pryamaya osanka/;straight posture;straight posture;"Это ""пряма́я оса́нка"". | Так можно описать человека."
human_body_60;су́тулая спина́;/sutulaya spina/;slouched back;slouched back;"Это ""су́тулая спина́"". | Так можно описать человека."
human_body_60;пульс;/puls/;pulse;pulse;"Это ""пульс"". | Так можно описать человека."
human_body_60;дыха́ние;/dykhaniye/;breathing;breathing;"Это ""дыха́ние"". | Так можно описать человека."
human_body_60;зре́ние;/zryeniye/;vision;vision;"Это ""зре́ние"". | Так можно описать человека."
human_body_60;слух;/slukh/;hearing;hearing;"Это ""слух"". | Так можно описать человека."
human_body_60;го́лос;/golos/;voice;voice;"Это ""го́лос"". | Так можно описать человека."
human_body_60;суста́в;/sustav/;joint;joint;Это суста́в. | У человека есть суста́в.
human_body_60;сухожи́лие;/sukhozhiliye/;tendon;tendon;Это сухожи́лие. | У человека есть сухожи́лие.
common_verbs_100;быть;/byt/;to be;to be;"Я учу глагол ""быть"". | На уроке мы часто употребляем ""быть""."
common_verbs_100;име́ть;/imyet/;to have;to have;"Я учу глагол ""име́ть"". | На уроке мы часто употребляем ""име́ть""."
common_verbs_100;де́лать;/dyelat/;to do;to do;"Я учу глагол ""де́лать"". | На уроке мы часто употребляем ""де́лать""."
common_verbs_100;говори́ть;/govorit/;to speak;to speak;"Я учу глагол ""говори́ть"". | На уроке мы часто употребляем ""говори́ть""."
common_verbs_100;сказа́ть;/skazat/;to say;to say;"Я учу глагол ""сказа́ть"". | На уроке мы часто употребляем ""сказа́ть""."
common_verbs_100;идти́;/idti/;to go on foot;to go on foot;"Я учу глагол ""идти́"". | На уроке мы часто употребляем ""идти́""."
common_verbs_100;ходи́ть;/khodit/;to walk;to walk;"Я учу глагол ""ходи́ть"". | На уроке мы часто употребляем ""ходи́ть""."
common_verbs_100;е́хать;/yekhat/;to go by transport;to go by transport;"Я учу глагол ""е́хать"". | На уроке мы часто употребляем ""е́хать""."
common_verbs_100;е́здить;/yezdit/;to travel regularly;to travel regularly;"Я учу глагол ""е́здить"". | На уроке мы часто употребляем ""е́здить""."
common_verbs_100;приходи́ть;/prikhodit/;to come;to come;"Я учу глагол ""приходи́ть"". | На уроке мы часто употребляем ""приходи́ть""."
common_verbs_100;уйти́;/uyti/;to leave;to leave;"Я учу глагол ""уйти́"". | На уроке мы часто употребляем ""уйти́""."
common_verbs_100;ви́деть;/vidyet/;to see;to see;"Я учу глагол ""ви́деть"". | На уроке мы часто употребляем ""ви́деть""."
common_verbs_100;смотре́ть;/smotryet/;to look;to look;"Я учу глагол ""смотре́ть"". | На уроке мы часто употребляем ""смотре́ть""."
common_verbs_100;слы́шать;/slyshat/;to hear;to hear;"Я учу глагол ""слы́шать"". | На уроке мы часто употребляем ""слы́шать""."
common_verbs_100;слу́шать;/slushat/;to listen;to listen;"Я учу глагол ""слу́шать"". | На уроке мы часто употребляем ""слу́шать""."
common_verbs_100;зна́ть;/znat/;to know;to know;"Я учу глагол ""зна́ть"". | На уроке мы часто употребляем ""зна́ть""."
common_verbs_100;ду́мать;/dumat/;to think;to think;"Я учу глагол ""ду́мать"". | На уроке мы часто употребляем ""ду́мать""."
common_verbs_100;понима́ть;/ponimat/;to understand;to understand;"Я учу глагол ""понима́ть"". | На уроке мы часто употребляем ""понима́ть""."
common_verbs_100;по́мнить;/pomnit/;to remember;to remember;"Я учу глагол ""по́мнить"". | На уроке мы часто употребляем ""по́мнить""."
common_verbs_100;забыва́ть;/zabyvat/;to forget;to forget;"Я учу глагол ""забыва́ть"". | На уроке мы часто употребляем ""забыва́ть""."
common_verbs_100;люби́ть;/lyubit/;to love;to love;"Я учу глагол ""люби́ть"". | На уроке мы часто употребляем ""люби́ть""."
common_verbs_100;нра́виться;/nravitsya/;to like;to like;"Я учу глагол ""нра́виться"". | На уроке мы часто употребляем ""нра́виться""."
common_verbs_100;хоте́ть;/khotyet/;to want;to want;"Я учу глагол ""хоте́ть"". | На уроке мы часто употребляем ""хоте́ть""."
common_verbs_100;мочь;/moch/;to be able;to be able;"Я учу глагол ""мочь"". | На уроке мы часто употребляем ""мочь""."
common_verbs_100;рабо́тать;/rabotat/;to work;to work;"Я учу глагол ""рабо́тать"". | На уроке мы часто употребляем ""рабо́тать""."
common_verbs_100;учи́ться;/uchitsya/;to study;to study;"Я учу глагол ""учи́ться"". | На уроке мы часто употребляем ""учи́ться""."
common_verbs_100;чита́ть;/chitat/;to read;to read;"Я учу глагол ""чита́ть"". | На уроке мы часто употребляем ""чита́ть""."
common_verbs_100;писа́ть;/pisat/;to write;to write;"Я учу глагол ""писа́ть"". | На уроке мы часто употребляем ""писа́ть""."
common_verbs_100;счита́ть;/schitat/;to count;to count;"Я учу глагол ""счита́ть"". | На уроке мы часто употребляем ""счита́ть""."
common_verbs_100;спра́шивать;/sprashivat/;to ask;to ask;"Я учу глагол ""спра́шивать"". | На уроке мы часто употребляем ""спра́шивать""."
common_verbs_100;отве́чать;/otvyechat/;to answer;to answer;"Я учу глагол ""отве́чать"". | На уроке мы часто употребляем ""отве́чать""."
common_verbs_100;помога́ть;/pomogat/;to help;to help;"Я учу глагол ""помога́ть"". | На уроке мы часто употребляем ""помога́ть""."
common_verbs_100;ждать;/zhdat/;to wait;to wait;"Я учу глагол ""ждать"". | На уроке мы часто употребляем ""ждать""."
common_verbs_100;иска́ть;/iskat/;to search;to search;"Я учу глагол ""иска́ть"". | На уроке мы часто употребляем ""иска́ть""."
common_verbs_100;находи́ть;/nakhodit/;to find;to find;"Я учу глагол ""находи́ть"". | На уроке мы часто употребляем ""находи́ть""."
common_verbs_100;бра́ть;/brat/;to take;to take;"Я учу глагол ""бра́ть"". | На уроке мы часто употребляем ""бра́ть""."
common_verbs_100;взять;/vzyat/;to take;to take;"Я учу глагол ""взять"". | На уроке мы часто употребляем ""взять""."
common_verbs_100;дава́ть;/davat/;to give;to give;"Я учу глагол ""дава́ть"". | На уроке мы часто употребляем ""дава́ть""."
common_verbs_100;дать;/dat/;to give;to give;"Я учу глагол ""дать"". | На уроке мы часто употребляем ""дать""."
common_verbs_100;открыва́ть;/otkryvat/;to open;to open;"Я учу глагол ""открыва́ть"". | На уроке мы часто употребляем ""открыва́ть""."
common_verbs_100;откры́ть;/otkryt/;to open;to open;"Я учу глагол ""откры́ть"". | На уроке мы часто употребляем ""откры́ть""."
common_verbs_100;закрыва́ть;/zakryvat/;to close;to close;"Я учу глагол ""закрыва́ть"". | На уроке мы часто употребляем ""закрыва́ть""."
common_verbs_100;закры́ть;/zakryt/;to close;to close;"Я учу глагол ""закры́ть"". | На уроке мы часто употребляем ""закры́ть""."
common_verbs_100;ста́вить;/stavit/;to put upright;to put upright;"Я учу глагол ""ста́вить"". | На уроке мы часто употребляем ""ста́вить""."
common_verbs_100;поста́вить;/postavit/;to place;to place;"Я учу глагол ""поста́вить"". | На уроке мы часто употребляем ""поста́вить""."
common_verbs_100;класть;/klast/;to lay down;to lay down;"Я учу глагол ""класть"". | На уроке мы часто употребляем ""класть""."
common_verbs_100;положи́ть;/polozhit/;to put down;to put down;"Я учу глагол ""положи́ть"". | На уроке мы часто употребляем ""положи́ть""."
common_verbs_100;жить;/zhit/;to live;to live;"Я учу глагол ""жить"". | На уроке мы часто употребляем ""жить""."
common_verbs_100;сиде́ть;/sidyet/;to sit;to sit;"Я учу глагол ""сиде́ть"". | На уроке мы часто употребляем ""сиде́ть""."
common_verbs_100;стоя́ть;/stoyat/;to stand;to stand;"Я учу глагол ""стоя́ть"". | На уроке мы часто употребляем ""стоя́ть""."
common_verbs_100;лежа́ть;/lyezhat/;to lie;to lie;"Я учу глагол ""лежа́ть"". | На уроке мы часто употребляем ""лежа́ть""."
common_verbs_100;бежа́ть;/byezhat/;to run;to run;"Я учу глагол ""бежа́ть"". | На уроке мы часто употребляем ""бежа́ть""."
common_verbs_100;лете́ть;/lyetyet/;to fly;to fly;"Я учу глагол ""лете́ть"". | На уроке мы часто употребляем ""лете́ть""."
common_verbs_100;плыть;/plyt/;to swim;to swim;"Я учу глагол ""плыть"". | На уроке мы часто употребляем ""плыть""."
common_verbs_100;спать;/spat/;to sleep;to sleep;"Я учу глагол ""спать"". | На уроке мы часто употребляем ""спать""."
common_verbs_100;просыпа́ться;/prosypatsya/;to wake up;to wake up;"Я учу глагол ""просыпа́ться"". | На уроке мы часто употребляем ""просыпа́ться""."
common_verbs_100;есть;/yest/;to eat;to eat;"Я учу глагол ""есть"". | На уроке мы часто употребляем ""есть""."
common_verbs_100;пить;/pit/;to drink;to drink;"Я учу глагол ""пить"". | На уроке мы часто употребляем ""пить""."
common_verbs_100;гото́вить;/gotovit/;to cook;to cook;"Я учу глагол ""гото́вить"". | На уроке мы часто употребляем ""гото́вить""."
common_verbs_100;мыть;/myt/;to wash;to wash;"Я учу глагол ""мыть"". | На уроке мы часто употребляем ""мыть""."
common_verbs_100;чи́стить;/chistit/;to clean;to clean;"Я учу глагол ""чи́стить"". | На уроке мы часто употребляем ""чи́стить""."
common_verbs_100;убира́ть;/ubirat/;to tidy up;to tidy up;"Я учу глагол ""убира́ть"". | На уроке мы часто употребляем ""убира́ть""."
common_verbs_100;покупа́ть;/pokupat/;to buy;to buy;"Я учу глагол ""покупа́ть"". | На уроке мы часто употребляем ""покупа́ть""."
common_verbs_100;купи́ть;/kupit/;to buy;to buy;"Я учу глагол ""купи́ть"". | На уроке мы часто употребляем ""купи́ть""."
common_verbs_100;плати́ть;/platit/;to pay;to pay;"Я учу глагол ""плати́ть"". | На уроке мы часто употребляем ""плати́ть""."
common_verbs_100;продава́ть;/prodavat/;to sell;to sell;"Я учу глагол ""продава́ть"". | На уроке мы часто употребляем ""продава́ть""."
common_verbs_100;зака́зывать;/zakazyvat/;to order;to order;"Я учу глагол ""зака́зывать"". | На уроке мы часто употребляем ""зака́зывать""."
common_verbs_100;заказа́ть;/zakazat/;to order;to order;"Я учу глагол ""заказа́ть"". | На уроке мы часто употребляем ""заказа́ть""."
common_verbs_100;начина́ть;/nachinat/;to begin;to begin;"Я учу глагол ""начина́ть"". | На уроке мы часто употребляем ""начина́ть""."
common_verbs_100;нача́ть;/nachat/;to start;to start;"Я учу глагол ""нача́ть"". | На уроке мы часто употребляем ""нача́ть""."
common_verbs_100;зака́нчивать;/zakanchivat/;to finish;to finish;"Я учу глагол ""зака́нчивать"". | На уроке мы часто употребляем ""зака́нчивать""."
common_verbs_100;зако́нчить;/zakonchit/;to finish;to finish;"Я учу глагол ""зако́нчить"". | На уроке мы часто употребляем ""зако́нчить""."
common_verbs_100;встреча́ть;/vstryechat/;to meet;to meet;"Я учу глагол ""встреча́ть"". | На уроке мы часто употребляем ""встреча́ть""."
common_verbs_100;встре́тить;/vstryetit/;to meet;to meet;"Я учу глагол ""встре́тить"". | На уроке мы часто употребляем ""встре́тить""."
common_verbs_100;звони́ть;/zvonit/;to call;to call;"Я учу глагол ""звони́ть"". | На уроке мы часто употребляем ""звони́ть""."
common_verbs_100;отправля́ть;/otpravlyat/;to send;to send;"Я учу глагол ""отправля́ть"". | На уроке мы часто употребляем ""отправля́ть""."
common_verbs_100;получа́ть;/poluchat/;to receive;to receive;"Я учу глагол ""получа́ть"". | На уроке мы часто употребляем ""получа́ть""."
common_verbs_100;уча́ствовать;/uchastvovat/;to participate;to participate;"Я учу глагол ""уча́ствовать"". | На уроке мы часто употребляем ""уча́ствовать""."
common_verbs_100;реша́ть;/ryeshat/;to decide;to decide;"Я учу глагол ""реша́ть"". | На уроке мы часто употребляем ""реша́ть""."
common_verbs_100;реши́ть;/ryeshit/;to solve;to solve;"Я учу глагол ""реши́ть"". | На уроке мы часто употребляем ""реши́ть""."
common_verbs_100;меня́ть;/myenyat/;to change;to change;"Я учу глагол ""меня́ть"". | На уроке мы часто употребляем ""меня́ть""."
common_verbs_100;измени́ть;/izmyenit/;to change;to change;"Я учу глагол ""измени́ть"". | На уроке мы часто употребляем ""измени́ть""."
common_verbs_100;стро́ить;/stroit/;to build;to build;"Я учу глагол ""стро́ить"". | На уроке мы часто употребляем ""стро́ить""."
common_verbs_100;создава́ть;/sozdavat/;to create;to create;"Я учу глагол ""создава́ть"". | На уроке мы часто употребляем ""создава́ть""."
common_verbs_100;созда́ть;/sozdat/;to create;to create;"Я учу глагол ""созда́ть"". | На уроке мы часто употребляем ""созда́ть""."
common_verbs_100;рисова́ть;/risovat/;to draw;to draw;"Я учу глагол ""рисова́ть"". | На уроке мы часто употребляем ""рисова́ть""."
common_verbs_100;игра́ть;/igrat/;to play;to play;"Я учу глагол ""игра́ть"". | На уроке мы часто употребляем ""игра́ть""."
common_verbs_100;танцева́ть;/tantsyevat/;to dance;to dance;"Я учу глагол ""танцева́ть"". | На уроке мы часто употребляем ""танцева́ть""."
common_verbs_100;пе́ть;/pyet/;to sing;to sing;"Я учу глагол ""пе́ть"". | На уроке мы часто употребляем ""пе́ть""."
common_verbs_100;улыба́ться;/ulybatsya/;to smile;to smile;"Я учу глагол ""улыба́ться"". | На уроке мы часто употребляем ""улыба́ться""."
common_verbs_100;смея́ться;/smyeyatsya/;to laugh;to laugh;"Я учу глагол ""смея́ться"". | На уроке мы часто употребляем ""смея́ться""."
common_verbs_100;пла́кать;/plakat/;to cry;to cry;"Я учу глагол ""пла́кать"". | На уроке мы часто употребляем ""пла́кать""."
common_verbs_100;боя́ться;/boyatsya/;to fear;to fear;"Я учу глагол ""боя́ться"". | На уроке мы часто употребляем ""боя́ться""."
common_verbs_100;наде́яться;/nadyeyatsya/;to hope;to hope;"Я учу глагол ""наде́яться"". | На уроке мы часто употребляем ""наде́яться""."
common_verbs_100;мечта́ть;/myechtat/;to dream;to dream;"Я учу глагол ""мечта́ть"". | На уроке мы часто употребляем ""мечта́ть""."
common_verbs_100;путеше́ствовать;/putyeshyestvovat/;to travel;to travel;"Я учу глагол ""путеше́ствовать"". | На уроке мы часто употребляем ""путеше́ствовать""."
common_verbs_100;возвраща́ться;/vozvrashchatsya/;to return;to return;"Я учу глагол ""возвраща́ться"". | На уроке мы часто употребляем ""возвраща́ться""."
common_verbs_100;останови́ться;/ostanovitsya/;to stop;to stop;"Я учу глагол ""останови́ться"". | На уроке мы часто употребляем ""останови́ться""."
common_verbs_100;выбира́ть;/vybirat/;to choose;to choose;"Я учу глагол ""выбира́ть"". | На уроке мы часто употребляем ""выбира́ть""."
common_verbs_100;проверя́ть;/provyeryat/;to check;to check;"Я учу глагол ""проверя́ть"". | На уроке мы часто употребляем ""проверя́ть""."
cafe_50;кафе́;/kafye/;cafe;cafe;Это кафе́. | В кафе есть кафе́.
cafe_50;столи́к;/stolik/;table;table;Это столи́к. | В кафе есть столи́к.
cafe_50;меню́;/myenyu/;menu;menu;Это меню́. | В кафе есть меню́.
cafe_50;официа́нт;/ofitsiant/;waiter;waiter;Это официа́нт. | В кафе есть официа́нт.
cafe_50;бари́ста;/barista/;barista;barista;Это бари́ста. | В кафе есть бари́ста.
cafe_50;счёт;/schyot/;bill;bill;Это счёт. | В кафе есть счёт.
cafe_50;чаевы́е;/chayevyye/;tip;tip;Это чаевы́е. | В кафе есть чаевы́е.
cafe_50;бро́нь;/bron/;reservation;reservation;Это бро́нь. | В кафе есть бро́нь.
cafe_50;за́втрак;/zavtrak/;breakfast;breakfast;Это за́втрак. | В кафе есть за́втрак.
cafe_50;обе́д;/obyed/;lunch;lunch;Это обе́д. | В кафе есть обе́д.
cafe_50;у́жин;/uzhin/;dinner;dinner;Это у́жин. | В кафе есть у́жин.
cafe_50;ко́фе;/kofye/;coffee;coffee;Это ко́фе. | В кафе есть ко́фе.
cafe_50;чай;/chay/;tea;tea;Это чай. | В кафе есть чай.
cafe_50;капучи́но;/kapuchino/;cappuccino;cappuccino;Это капучи́но. | В кафе есть капучи́но.
cafe_50;ла́тте;/lattye/;latte;latte;Это ла́тте. | В кафе есть ла́тте.
cafe_50;эспре́ссо;/espryesso/;espresso;espresso;Это эспре́ссо. | В кафе есть эспре́ссо.
cafe_50;десе́рт;/dyesyert/;dessert;dessert;Это десе́рт. | В кафе есть десе́рт.
cafe_50;суп;/sup/;soup;soup;Это суп. | В кафе есть суп.
cafe_50;сала́т;/salat/;salad;salad;Это сала́т. | В кафе есть сала́т.
cafe_50;сэ́ндвич;/sendvich/;sandwich;sandwich;Это сэ́ндвич. | В кафе есть сэ́ндвич.
cafe_50;пиро́г;/pirog/;pie;pie;Это пиро́г. | В кафе есть пиро́г.
cafe_50;вода́ без га́за;/voda byez gaza/;still water;still water;Это вода́ без га́за. | В кафе есть вода́ без га́за.
cafe_50;вода́ с га́зом;/voda s gazom/;sparkling water;sparkling water;Это вода́ с га́зом. | В кафе есть вода́ с га́зом.
cafe_50;сок;/sok/;juice;juice;Это сок. | В кафе есть сок.
cafe_50;Мо́жно меню́, пожа́луйста;/mozhno myenyu, pozhaluysta/;Can I have the menu, please;Can I have the menu, please;"Я говорю: ""Мо́жно меню́, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;У вас есть свобо́дный столи́к;/u vas yest svobodnyy stolik/;Do you have a free table;Do you have a free table;"Я говорю: ""У вас есть свобо́дный столи́к"". | Эту фразу часто используют в кафе."
cafe_50;Я бы хоте́л заказа́ть;/ya by khotyel zakazat/;I would like to order;I would like to order;"Я говорю: ""Я бы хоте́л заказа́ть"". | Эту фразу часто используют в кафе."
cafe_50;Мне оди́н ко́фе;/mnye odin kofye/;One coffee for me;One coffee for me;"Я говорю: ""Мне оди́н ко́фе"". | Эту фразу часто используют в кафе."
cafe_50;Мне чай без са́хара;/mnye chay byez sakhara/;Tea without sugar for me;Tea without sugar for me;"Я говорю: ""Мне чай без са́хара"". | Эту фразу часто используют в кафе."
cafe_50;Мо́жно счёт, пожа́луйста;/mozhno schyot, pozhaluysta/;Could I have the bill, please;Could I have the bill, please;"Я говорю: ""Мо́жно счёт, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;Мы бу́дем плати́ть отде́льно;/my budyem platit otdyelno/;We will pay separately;We will pay separately;"Я говорю: ""Мы бу́дем плати́ть отде́льно"". | Эту фразу часто используют в кафе."
cafe_50;Мо́жно оплати́ть ка́ртой;/mozhno oplatit kartoy/;Can I pay by card;Can I pay by card;"Я говорю: ""Мо́жно оплати́ть ка́ртой"". | Эту фразу часто используют в кафе."
cafe_50;Принеси́те, пожа́луйста, во́ду;/prinyesitye, pozhaluysta, vodu/;Please bring some water;Please bring some water;"Я говорю: ""Принеси́те, пожа́луйста, во́ду"". | Эту фразу часто используют в кафе."
cafe_50;Что вы посове́туете;/chto vy posovyetuyetye/;What do you recommend;What do you recommend;"Я говорю: ""Что вы посове́туете"". | Эту фразу часто используют в кафе."
cafe_50;Э́то блю́до о́строе;/eto blyudo ostroye/;Is this dish spicy;Is this dish spicy;"Я говорю: ""Э́то блю́до о́строе"". | Эту фразу часто используют в кафе."
cafe_50;У меня́ аллерги́я на оре́хи;/u myenya allyergiya na oryekhi/;I am allergic to nuts;I am allergic to nuts;"Я говорю: ""У меня́ аллерги́я на оре́хи"". | Эту фразу часто используют в кафе."
cafe_50;Без молока́, пожа́луйста;/byez moloka, pozhaluysta/;Without milk, please;Without milk, please;"Я говорю: ""Без молока́, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;Без лу́ка, пожа́луйста;/byez luka, pozhaluysta/;Without onion, please;Without onion, please;"Я говорю: ""Без лу́ка, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;Мне столи́к у окна́;/mnye stolik u okna/;I would like a table by the window;I would like a table by the window;"Я говорю: ""Мне столи́к у окна́"". | Эту фразу часто используют в кафе."
cafe_50;Мо́жно с собо́й;/mozhno s soboy/;Can I have it to go;Can I have it to go;"Я говорю: ""Мо́жно с собо́й"". | Эту фразу часто используют в кафе."
cafe_50;Мо́жно ещё одну́ ча́шку;/mozhno yeshchyo odnu chashku/;Can I have one more cup;Can I have one more cup;"Я говорю: ""Мо́жно ещё одну́ ча́шку"". | Эту фразу часто используют в кафе."
cafe_50;Нам понра́вилось;/nam ponravilos/;We liked it;We liked it;"Я говорю: ""Нам понра́вилось"". | Эту фразу часто используют в кафе."
cafe_50;Э́то о́чень вку́сно;/eto ochyen vkusno/;This is very tasty;This is very tasty;"Я говорю: ""Э́то о́чень вку́сно"". | Эту фразу часто используют в кафе."
cafe_50;Ско́лько ждать зака́з;/skolko zhdat zakaz/;How long is the wait for the order;How long is the wait for the order;"Я говорю: ""Ско́лько ждать зака́з"". | Эту фразу часто используют в кафе."
cafe_50;У нас бронь на шесть часо́в;/u nas bron na shyest chasov/;We have a reservation for six o clock;We have a reservation for six o clock;"Я говорю: ""У нас бронь на шесть часо́в"". | Эту фразу часто используют в кафе."
cafe_50;Свобо́дно ли здесь;/svobodno li zdyes/;Is this seat free;Is this seat free;"Я говорю: ""Свобо́дно ли здесь"". | Эту фразу часто используют в кафе."
cafe_50;Принеси́те ло́жку, пожа́луйста;/prinyesitye lozhku, pozhaluysta/;Please bring a spoon;Please bring a spoon;"Я говорю: ""Принеси́те ло́жку, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;Принеси́те ви́лку, пожа́луйста;/prinyesitye vilku, pozhaluysta/;Please bring a fork;Please bring a fork;"Я говорю: ""Принеси́те ви́лку, пожа́луйста"". | Эту фразу часто используют в кафе."
cafe_50;Где́ туале́т;/gdye tualyet/;Where is the restroom;Where is the restroom;"Я говорю: ""Где́ туале́т"". | Эту фразу часто используют в кафе."
cafe_50;Спаси́бо, всё бы́ло отли́чно;/spasibo, vsyo bylo otlichno/;Thank you, everything was great;Thank you, everything was great;"Я говорю: ""Спаси́бо, всё бы́ло отли́чно"". | Эту фразу часто используют в кафе."
park_trees_40;парк;/park/;park;park;Это парк. | В парке есть парк.
park_trees_40;алле́я;/allyeya/;alley;alley;Это алле́я. | В парке есть алле́я.
park_trees_40;скаме́йка;/skamyeyka/;bench;bench;Это скаме́йка. | В парке есть скаме́йка.
park_trees_40;фонарь;/fonar/;lamp post;lamp post;Это фонарь. | В парке есть фонарь.
park_trees_40;газо́н;/gazon/;lawn;lawn;Это газо́н. | В парке есть газо́н.
park_trees_40;клу́мба;/klumba/;flower bed;flower bed;Это клу́мба. | В парке есть клу́мба.
park_trees_40;пруд;/prud/;pond;pond;Это пруд. | В парке есть пруд.
park_trees_40;доро́жка;/dorozhka/;path;path;Это доро́жка. | В парке есть доро́жка.
park_trees_40;тротуа́р;/trotuar/;sidewalk;sidewalk;Это тротуа́р. | В парке есть тротуа́р.
park_trees_40;берёза;/byeryoza/;birch;birch;Это берёза. | В парке есть берёза.
park_trees_40;дуб;/dub/;oak;oak;Это дуб. | В парке есть дуб.
park_trees_40;клён;/klyon/;maple;maple;Это клён. | В парке есть клён.
park_trees_40;ли́па;/lipa/;linden;linden;Это ли́па. | В парке есть ли́па.
park_trees_40;сосна́;/sosna/;pine;pine;Это сосна́. | В парке есть сосна́.
park_trees_40;ель;/yel/;spruce;spruce;Это ель. | В парке есть ель.
park_trees_40;пи́хта;/pikhta/;fir;fir;Это пи́хта. | В парке есть пи́хта.
park_trees_40;топо́ль;/topol/;poplar;poplar;Это топо́ль. | В парке есть топо́ль.
park_trees_40;и́ва;/iva/;willow;willow;Это и́ва. | В парке есть и́ва.
park_trees_40;кашта́н;/kashtan/;chestnut tree;chestnut tree;Это кашта́н. | В парке есть кашта́н.
park_trees_40;ряби́на де́рево;/ryabina dyeryevo/;rowan tree;rowan tree;Это ряби́на де́рево. | В парке есть ряби́на де́рево.
park_trees_40;оси́на;/osina/;aspen;aspen;Это оси́на. | В парке есть оси́на.
park_trees_40;ольха́;/olkha/;alder;alder;Это ольха́. | В парке есть ольха́.
park_trees_40;я́сень;/yasyen/;ash tree;ash tree;Это я́сень. | В парке есть я́сень.
park_trees_40;бук;/buk/;beech;beech;Это бук. | В парке есть бук.
park_trees_40;вяз;/vyaz/;elm;elm;Это вяз. | В парке есть вяз.
park_trees_40;ке́др;/kyedr/;cedar;cedar;Это ке́др. | В парке есть ке́др.
park_trees_40;ли́ственница;/listvyennitsa/;larch;larch;Это ли́ственница. | В парке есть ли́ственница.
park_trees_40;ту́я;/tuya/;thuja;thuja;Это ту́я. | В парке есть ту́я.
park_trees_40;можжеве́льник;/mozhzhyevyelnik/;juniper;juniper;Это можжеве́льник. | В парке есть можжеве́льник.
park_trees_40;сире́нь;/siryen/;lilac;lilac;Это сире́нь. | В парке есть сире́нь.
park_trees_40;жасми́н;/zhasmin/;jasmine;jasmine;Это жасми́н. | В парке есть жасми́н.
