block;russian;english;examples
core_3000;поли́тик (м.р.);politician;
core_3000;несомне́нно;undoubtedly;
core_3000;альбо́м (м.р.);album;
core_3000;вокза́л (м.р.);train station;
core_3000;надёжный (м.р.);reliable;
core_3000;запи́ска (ж.р.);note;
core_3000;вооружённый (м.р.);armed;
core_3000;разби́ть;to break;
core_3000;справедли́вость (ж.р.);to justice;
core_3000;ко́ротко;briefly;
core_3000;страда́ние (с.р.);suffering;
core_3000;нере́дко;often;
core_3000;открыва́ться;to open;
core_3000;осуществле́ние (с.р.);implementation;
core_3000;да́ча (ж.р.);dacha;
core_3000;гара́нтия (ж.р.);warranty;
core_3000;изде́лие (с.р.);product;
core_3000;парти́йный (м.р.);party;
core_3000;ко́смос (м.р.);space;
core_3000;привлека́ть;to attract;
core_3000;противоре́чие (с.р.);contradiction;
core_3000;не́рвный (м.р.);nervous;
core_3000;отню́дь;not at all;
core_3000;воева́ть;to fight;
core_3000;моги́ла (ж.р.);grave;
core_3000;тест (м.р.);test;
core_3000;подъе́зд (м.р.);entrance;
core_3000;приобрета́ть;to purchase;
core_3000;я́вный (м.р.);explicit;
core_3000;миг (м.р.);moment;
core_3000;ору́дие (с.р.);weapon;
core_3000;сза́ди;behind;
core_3000;скро́мный (м.р.);modest;
core_3000;пятно́ (с.р.);spot;
core_3000;заме́тный (м.р.);noticeable;
core_3000;почва́ (ж.р.);soil;
core_3000;пу́ля (ж.р.);bullet;
core_3000;груз (м.р.);cargo;
core_3000;комму́нист (м.р.);communist;
core_3000;инстру́кция (ж.р.);instructions;
core_3000;двена́дцать;to twelve;
core_3000;воображе́ние (с.р.);imagination;
core_3000;построе́ние (с.р.);construction;
core_3000;веле́ть;to order;
core_3000;герма́нский (м.р.);German;
core_3000;проявля́ть;to manifest;
core_3000;разнообра́зный (м.р.);varied;
core_3000;отойти́;move away;
core_3000;ы (с.р.);s;
core_3000;сбо́рник (м.р.);collection;
core_3000;глоба́льный (м.р.);global;
core_3000;ка́фе (с.р.);cafe;
core_3000;факульте́т (м.р.);faculty;
core_3000;куст (м.р.);bush;
core_3000;стихотворе́ние (с.р.);poem;
core_3000;методика́ (ж.р.);technique;
core_3000;догада́ться;to guess;
core_3000;би́тва (ж.р.);battle;
core_3000;интересова́ться;to be interested;
core_3000;окружа́ть;to surround;
core_3000;сове́товать;to advise;
core_3000;хо́лод (м.р.);cold;
core_3000;удивля́ться;to be surprised;
core_3000;разве́дка (ж.р.);intelligence;
core_3000;успоко́иться;to calm down;
core_3000;потенциа́л (м.р.);potential;
core_3000;одино́чество (с.р.);loneliness;
core_3000;фанта́зия (ж.р.);fantasy;
core_3000;произво́дственный (м.р.);production;
core_3000;ми́на (ж.р.);mine;
core_3000;отве́тственный (м.р.);responsible;
core_3000;волк (м.р.);wolf;
core_3000;прояви́ть;to show;
core_3000;уще́рб (м.р.);damage;
core_3000;незнако́мый (м.р.);unfamiliar;
core_3000;расшире́ние (с.р.);extension;
core_3000;закрича́ть;to scream;
core_3000;пала́тка (ж.р.);tent;
core_3000;сало́н (м.р.);salon;
core_3000;великоле́пный (м.р.);magnificent;
core_3000;доходи́ть;to reach;
core_3000;образова́ть;to form;
core_3000;разру́шить;to destroy;
core_3000;отража́ть;to reflect;
core_3000;лезть;to climb;
core_3000;го́лод (м.р.);hunger;
core_3000;вы́стрел (м.р.);shot;
core_3000;столе́тие (с.р.);century;
core_3000;ключево́й (м.р.);key;
core_3000;шкаф (м.р.);closet;
core_3000;победи́тель (м.р.);winner;
core_3000;незави́симо;regardless;
core_3000;костёр (м.р.);bonfire;
core_3000;жанр (м.р.);genre;
core_3000;вступа́ть;to join;
core_3000;филосо́фский (м.р.);philosophical;
core_3000;реша́ться;to decide;
core_3000;объекти́вный (м.р.);objective;
core_3000;траге́дия (ж.р.);tragedy;
core_3000;свяще́нный (м.р.);sacred;
core_3000;жа́ловаться;to complain;
core_3000;че́тверг (м.р.);Thursday;
core_3000;фестива́ль (м.р.);festival;
core_3000;не́нависть (ж.р.);to hatred;
core_3000;холм (м.р.);hill;
core_3000;ча́стота (ж.р.);frequency;
core_3000;вече́рний (м.р.);evening;
core_3000;конте́кст (м.р.);context;
core_3000;ко́пия (ж.р.);copy;
core_3000;удовлетворе́ние (с.р.);satisfaction;
core_3000;когда́-нибудь;someday;
core_3000;напра́виться;to head;
core_3000;у́зел (м.р.);node;
core_3000;испыта́ть;to experience;
core_3000;психоло́г (м.р.);psychologist;
core_3000;вред (м.р.);harm;
core_3000;жа́лко;sorry;
core_3000;финанси́рование (с.р.);financing;
core_3000;нигде́;nowhere;
core_3000;непло́хо;not bad;
core_3000;побыва́ть;to visit;
core_3000;идеоло́гия (ж.р.);ideology;
core_3000;зарегистри́ровать;to register;
core_3000;кома́ндование (с.р.);command;
core_3000;отрица́тельный (м.р.);negative;
core_3000;создава́ться;to be created;
core_3000;убежде́ние (с.р.);belief;
core_3000;зва́ние (с.р.);rank;
core_3000;высоко́;high;
core_3000;жале́ть;to regret;
core_3000;ска́ла (ж.р.);rock;
core_3000;вто́рник (м.р.);Tuesday;
core_3000;вы́ше;above;
core_3000;непреме́нно;certainly;
core_3000;обвине́ние (с.р.);accusation;
core_3000;иску́сственный (м.р.);artificial;
core_3000;вы́нести;to take out;
core_3000;исключи́ть;to exclude;
core_3000;литр (м.р.);liter;
core_3000;уче́бник (м.р.);textbook;
core_3000;тьма (ж.р.);darkness;
core_3000;превыша́ть;to exceed;
core_3000;ле́нта (ж.р.);tape;
core_3000;христиа́нский (м.р.);Christian;
core_3000;недоста́точно;not enough;
core_3000;гото́вность (ж.р.);to readiness;
core_3000;удиви́ть;to surprise;
core_3000;проявля́ться;to manifest;
core_3000;лесно́й (м.р.);forest;
core_3000;нагру́зка (ж.р.);load;
core_3000;объедини́ть;to merge;
core_3000;зарубе́жный (м.р.);foreign;
core_3000;душе́вный (м.р.);soulful;
core_3000;раб (м.р.);slave;
core_3000;корреспонде́нт (м.р.);correspondent;
core_3000;спу́тник (м.р.);satellite;
core_3000;цепь (ж.р.);chain;
core_3000;пропусти́ть;to skip;
core_3000;потенциа́льный (м.р.);potential;
core_3000;принима́ться;to accepted;
core_3000;ро́зовый (м.р.);pink;
core_3000;почита́ть;to read;
core_3000;идеа́л (м.р.);ideal;
core_3000;эпизо́д (м.р.);episode;
core_3000;ве́чно;forever;
core_3000;у́честь;to take into account;
core_3000;сетево́й (м.р.);network;
core_3000;визи́т (м.р.);visit;
core_3000;о́рден (м.р.);order;
core_3000;конкуре́нция (ж.р.);competition;
core_3000;коло́нна (ж.р.);column;
core_3000;парламе́нт (м.р.);parliament;
core_3000;собо́р (м.р.);cathedral;
core_3000;соревнова́ние (с.р.);competition;
core_3000;произноси́ть;to pronounce;
core_3000;глу́пость (ж.р.);to stupidity;
core_3000;эмоциона́льный (м.р.);emotional;
core_3000;перенести́;move;
core_3000;городо́к (м.р.);town;
core_3000;распределе́ние (с.р.);distribution;
core_3000;отправля́ться;to go;
core_3000;люби́тель (м.р.);amateur;
core_3000;бар (м.р.);bar;
core_3000;неизве́стно;unknown;
core_3000;прили́чный (м.р.);decent;
core_3000;содержа́ться;to contained;
core_3000;обзо́р (м.р.);review;
core_3000;прете́нзия (ж.р.);claim;
core_3000;позва́ть;to call;
core_3000;нападе́ние (с.р.);attack;
core_3000;рассма́триваться;to be considered;
core_3000;италья́нский (м.р.);Italian;
core_3000;тоска́ (ж.р.);melancholy;
core_3000;за́втрак (м.р.);breakfast;
core_3000;пе́нсия (ж.р.);pension;
core_3000;восстановле́ние (с.р.);recovery;
core_3000;тури́ст (м.р.);tourist;
core_3000;инве́стор (м.р.);investor;
core_3000;пережива́ние (с.р.);experience;
core_3000;заложи́ть;to lay;
core_3000;разрабо́тчик (м.р.);developer;
core_3000;везти́;to carry;
core_3000;возникнове́ние (с.р.);occurrence;
core_3000;вести́сь;be conducted;
core_3000;заказа́ть;to order;
core_3000;сте́нка (ж.р.);wall;
core_3000;узнава́ть;to find out;
core_3000;веде́ние (с.р.);management;
core_3000;еди́нство (с.р.);unity;
core_3000;мо́щность (ж.р.);to power;
core_3000;иностра́нец (м.р.);foreigner;
core_3000;волнова́ться;to worry;
core_3000;по́весть (ж.р.);to story;
core_3000;музыка́нт (м.р.);musician;
core_3000;пье́са (ж.р.);play;
core_3000;десятиле́тие (с.р.);decade;
core_3000;пожа́ть;to shake;
core_3000;осозна́ть;to realize;
core_3000;блестя́щий (м.р.);brilliant;
core_3000;уби́йца;killer;
core_3000;изве́стие (с.р.);news;
core_3000;печа́льный (м.р.);sad;
core_3000;улучше́ние (с.р.);improvement;
core_3000;сле́ва;left;
core_3000;заявля́ть;to declare;
core_3000;ме́стность (ж.р.);to terrain;
core_3000;экспеди́ция (ж.р.);expedition;
core_3000;зараба́тывать;to earn money;
core_3000;прогре́сс (м.р.);progress;
core_3000;цити́ровать;to quote;
core_3000;по́яс (м.р.);belt;
core_3000;короле́ва (ж.р.);queen;
core_3000;квадра́тный (м.р.);square;
core_3000;заинтересова́ть;to interest;
core_3000;вы́годный (м.р.);profitable;
core_3000;нача́льный (м.р.);initial;
core_3000;стару́ха (ж.р.);old woman;
core_3000;ограни́чить;to limit;
core_3000;аэро́дром (м.р.);airfield;
core_3000;допуска́ть;to allow;
core_3000;торопи́ться;to hurry up;
core_3000;реаги́ровать;to react;
core_3000;сою́зник (м.р.);ally;
core_3000;раскры́ть;to expand;
core_3000;корпора́ция (ж.р.);corporation;
core_3000;вре́менной (м.р.);temporary;
core_3000;надое́сть;to get bored;
core_3000;задержа́ть;to detain;
core_3000;сапо́г (м.р.);boot;
core_3000;ме́лочь (ж.р.);to trifle;
core_3000;скла́дываться;to fold;
core_3000;дисципли́на (ж.р.);discipline;
core_3000;спра́ва;on the right;
core_3000;транспо́ртный (м.р.);transport;
core_3000;внача́ле;at the beginning;
core_3000;аэропо́рт (м.р.);airport;
core_3000;сокраще́ние (с.р.);abbreviation;
core_3000;во́время;on time;
core_3000;миф (м.р.);myth;
core_3000;свобо́дно;free;
core_3000;а́вторский (м.р.);author's;
core_3000;сбить;to knock down;
core_3000;кусо́чек (м.р.);piece;
core_3000;неплохо́й (м.р.);not bad;
core_3000;по́льский (м.р.);Polish;
core_3000;конкуре́нт (м.р.);competitor;
core_3000;суще́ственно;significantly;
core_3000;ма́ска (ж.р.);mask;
core_3000;чёткий (м.р.);clear;
core_3000;жа́лоба (ж.р.);complaint;
core_3000;опира́ться;to lean;
core_3000;по́дпись (ж.р.);signature;
core_3000;прозра́чный (м.р.);transparent;
core_3000;авиа́ция (ж.р.);aviation;
core_3000;коро́ва (ж.р.);cow;
core_3000;завести́;start;
core_3000;применя́ться;to apply;
core_3000;ложи́ться;to go to bed;
core_3000;наста́ивать;to insist;
core_3000;напито́к (м.р.);drink;
core_3000;избра́ть;to select;
core_3000;освобожде́ние (с.р.);liberation;
core_3000;двойно́й (м.р.);double;
core_3000;пи́сьменный (м.р.);written;
core_3000;сойти́;get off;
core_3000;инвестицио́нный (м.р.);investment;
core_3000;граф (м.р.);graph;
core_3000;зачасту́ю;often;
core_3000;матема́тик (м.р.);mathematician;
core_3000;густо́й (м.р.);thick;
core_3000;потре́боваться;to required;
core_3000;ри́мский (м.р.);Roman;
core_3000;сложи́ть;to fold;
core_3000;студи́я (ж.р.);studio;
core_3000;прихо́д (м.р.);arrival;
core_3000;кремль (м.р.);Kremlin;
core_3000;авторите́т (м.р.);authority;
core_3000;отраже́ние (с.р.);reflection;
core_3000;накану́не;the day before;
core_3000;мото́р (м.р.);motor;
core_3000;изме́рение (с.р.);measurement;
core_3000;небе́сный (м.р.);heavenly;
core_3000;по́длинный (м.р.);authentic;
core_3000;заме́тно;noticeable;
core_3000;испо́лнить;to execute;
core_3000;восстанови́ть;to restore;
core_3000;предвари́тельный (м.р.);preliminary;
core_3000;и́скренне;sincerely;
core_3000;забо́титься;to take care;
core_3000;изба́виться;to get rid of;
core_3000;скрыть;hide;
core_3000;экологи́ческий (м.р.);environmental;
core_3000;моли́ться;to pray;
core_3000;вождь (м.р.);leader;
core_3000;компоне́нт (м.р.);component;
core_3000;нару́шить;to violate;
core_3000;го́рдость (ж.р.);to pride;
core_3000;неве́ста (ж.р.);bride;
core_3000;отвести́;take away;
core_3000;вклад (м.р.);contribution;
core_3000;дока́зывать;to prove;
core_3000;отнести́;attributed;
core_3000;соображе́ние (с.р.);consideration;
core_3000;наблюда́ться;to be observed;
core_3000;глухо́й (м.р.);deaf;
core_3000;мета́лл (м.р.);metal;
core_3000;непра́вильный (м.р.);incorrect;
core_3000;совеща́ние (с.р.);meeting;
core_3000;подходя́щий (м.р.);suitable;
core_3000;сопровожда́ть;to accompany;
core_3000;теорети́ческий (м.р.);theoretical;
core_3000;пребыва́ние (с.р.);stay;
core_3000;катастро́фа (ж.р.);disaster;
core_3000;окруже́ние (с.р.);environment;
core_3000;проце́ссор (м.р.);processor;
core_3000;про́филь (м.р.);profile;
core_3000;образова́ться;to form;
core_3000;кварта́л (м.р.);quarter;
core_3000;законода́тельный (м.р.);legislative;
core_3000;эксплуата́ция (ж.р.);operation;
core_3000;до́мик (м.р.);house;
core_3000;оконча́тельный (м.р.);final;
core_3000;пожа́р (м.р.);fire;
core_3000;головно́й (м.р.);head;
core_3000;подъём (м.р.);rise;
core_3000;металли́ческий (м.р.);metal;
core_3000;чуде́сный (м.р.);wonderful;
core_3000;слуга́ (м.р.);servant;
core_3000;осуществи́ть;to implement;
core_3000;уда́чный (м.р.);successful;
core_3000;реши́тельно;decisively;
core_3000;крити́ческий (м.р.);critical;
core_3000;де́ятель (м.р.);activist;
core_3000;нажа́ть;to press;
core_3000;посове́товать;to advise;
core_3000;руль (м.р.);steering wheel;
core_3000;шесто́й (м.р.);sixth;
core_3000;два́жды;twice;
core_3000;спуска́ться;to go down;
core_3000;негати́вный (м.р.);negative;
core_3000;свеча́ (ж.р.);candle;
core_3000;медве́дь (м.р.);bear;
core_3000;операти́вный (м.р.);operational;
core_3000;помеша́ть;to interfere;
core_3000;наве́рх;top;
core_3000;прогно́з (м.р.);forecast;
core_3000;опро́с (м.р.);poll;
core_3000;собесе́дник (м.р.);interlocutor;
core_3000;публи́чный (м.р.);public;
core_3000;пожило́й (м.р.);elderly;
core_3000;подсказа́ть;to suggest;
core_3000;супру́г (м.р.);spouse;
core_3000;устана́вливать;to install;
core_3000;ми́ссия (ж.р.);mission;
core_3000;свида́ние (с.р.);date;
core_3000;де́душка (м.р.);grandfather;
core_3000;платфо́рма (ж.р.);platform;
core_3000;то́нна (ж.р.);ton;
core_3000;горизо́нт (м.р.);horizon;
core_3000;уве́рить;to assure;
core_3000;эволю́ция (ж.р.);evolution;
core_3000;ме́бель (ж.р.);furniture;
core_3000;типи́чный (м.р.);typical;
core_3000;пусты́ня (ж.р.);desert;
core_3000;оригина́льный (м.р.);original;
core_3000;внутрь;inside;
core_3000;оби́да (ж.р.);resentment;
core_3000;призыва́ть;to call;
core_3000;сочета́ние (с.р.);combination;
core_3000;вооруже́ние (с.р.);weapons;
core_3000;спра́вка (ж.р.);help;
core_3000;прокурату́ра (ж.р.);prosecutor's office;
core_3000;арти́ст (м.р.);artist;
core_3000;пожела́ть;to wish;
core_3000;съезд (м.р.);congress;
core_3000;профессиона́л (м.р.);professional;
core_3000;позади́;behind;
core_3000;приобрете́ние (с.р.);acquisition;
core_3000;принц (м.р.);prince;
core_3000;гра́фик (м.р.);schedule;
core_3000;фило́соф (м.р.);philosopher;
core_3000;преврати́ть;to turn;
core_3000;пле́мя (с.р.);tribe;
core_3000;ста́лкиваться;to encounter;
core_3000;гнев (м.р.);anger;
core_3000;захоте́ться;to want;
core_3000;почто́вый (м.р.);postal;
core_3000;сла́бость (ж.р.);to weakness;
core_3000;целико́м;in its entirety;
core_3000;ко́нсультант (м.р.);consultant;
core_3000;кре́пость (ж.р.);to fortress;
core_3000;церко́вный (м.р.);church;
core_3000;разбира́ться;to figure it out;
core_3000;правле́ние (с.р.);board;
core_3000;ствол (м.р.);trunk;
core_3000;дожда́ться;to wait;
core_3000;незави́симость (ж.р.);to independence;
core_3000;неда́вний (м.р.);recent;
core_3000;доли́на (ж.р.);valley;
core_3000;довести́;bring;
core_3000;ката́лог (м.р.);catalog;
core_3000;забо́р (м.р.);fence;
core_3000;фото́ (с.р.);photo;
core_3000;суро́вый (м.р.);severe;
core_3000;невероя́тный (м.р.);incredible;
core_3000;пресс (м.р.);press;
core_3000;зако́нный (м.р.);legal;
core_3000;колле́кция (ж.р.);collection;
core_3000;благода́рность (ж.р.);to gratitude;
core_3000;мгнове́нно;instantly;
core_3000;преодоле́ть;to overcome;
core_3000;пуга́ть;to frighten;
core_3000;испуга́ться;to get scared;
core_3000;отча́яние (с.р.);despair;
core_3000;спря́тать;to hide;
core_3000;призва́ть;to call;
core_3000;не́когда;no time;
core_3000;награ́да (ж.р.);reward;
core_3000;добы́ча (ж.р.);mining;
core_3000;своеобра́зный (м.р.);peculiar;
core_3000;проти́вный (м.р.);nasty;
core_3000;ца́рство (с.р.);kingdom;
core_3000;я́рко;bright;
core_3000;революцио́нный (м.р.);revolutionary;
core_3000;течь (ж.р.);to leak;
core_3000;молоде́ц (м.р.);well done;
core_3000;пресле́довать;to pursue;
core_3000;немно́жко;a little;
core_3000;ступе́нь (ж.р.);stage;
core_3000;корпорати́вный (м.р.);corporate;
core_3000;взаи́мный (м.р.);mutual;
core_3000;госуда́рь (м.р.);sovereign;
core_3000;леге́нда (ж.р.);legend;
core_3000;оппози́ция (ж.р.);opposition;
core_3000;установле́ние (с.р.);establishment;
core_3000;бли́жний (м.р.);near;
core_3000;вплоть;up to;
core_3000;гра́дус (м.р.);degree;
core_3000;ора́ть;to yell;
core_3000;экземпля́р (м.р.);copy;
core_3000;демонстри́ровать;to demonstrate;
core_3000;хо́лодно;cold;
core_3000;предположе́ние (с.р.);assumption;
core_3000;хране́ние (с.р.);storage;
core_3000;благоро́дный (м.р.);noble;
core_3000;грози́ть;to threaten;
core_3000;позна́ние (с.р.);cognition;
core_3000;торча́ть;to stick around;
core_3000;изда́тельство (с.р.);publishing house;
core_3000;дви́нуться;to move;
core_3000;неуда́ча (ж.р.);failure;
core_3000;изда́ть;to publish;
core_3000;пу́шка (ж.р.);cannon;
core_3000;слома́ть;to break;
core_3000;муниципа́льный (м.р.);municipal;
core_3000;пасть;mouth;
core_3000;снаря́д (м.р.);projectile;
core_3000;сумасше́дший (м.р.);crazy;
core_3000;му́дрость (ж.р.);to wisdom;
core_3000;мра́чный (м.р.);gloomy;
core_3000;исполни́тельный (м.р.);executive;
core_3000;ядро́ (с.р.);core;
core_3000;исто́рик (м.р.);historian;
core_3000;медици́на (ж.р.);medicine;
core_3000;виртуа́льный (м.р.);virtual;
core_3000;тяну́ться;to stretch;
core_3000;те́сный (м.р.);tight;
core_3000;предо́к (м.р.);ancestor;
core_3000;россия́нин (м.р.);Russian;
core_3000;рассужде́ние (с.р.);reasoning;
core_3000;доста́ться;to get;
core_3000;предприня́ть;to take;
core_3000;расположе́ние (с.р.);location;
core_3000;базовы́й (м.р.);basic;
core_3000;сержа́нт (м.р.);sergeant;
core_3000;престу́пник (м.р.);criminal;
core_3000;ви́дение (с.р.);vision;
core_3000;класть;to put;
core_3000;избира́тельный (м.р.);selective;
core_3000;электри́ческий (м.р.);electric;
core_3000;волнова́ть;to worry;
core_3000;ра́на (ж.р.);wound;
core_3000;гига́нтский (м.р.);gigantic;
core_3000;ца́рский (м.р.);royal;
core_3000;слова́рь (м.р.);dictionary;
core_3000;ка́федра (ж.р.);department;
core_3000;тотча́с;immediately;
core_3000;мышь (ж.р.);mouse;
core_3000;зака́зчик (м.р.);customer;
core_3000;сме́ртный (м.р.);mortal;
core_3000;подписа́ться;to subscribe;
core_3000;дурно́й (м.р.);bad;
core_3000;технологи́ческий (м.р.);technological;
core_3000;блю́до (с.р.);dish;
core_3000;би́ться;to beat;
core_3000;посо́л (м.р.);ambassador;
core_3000;ла́па (ж.р.);paw;
core_3000;поза́ (ж.р.);pose;
core_3000;стари́нный (м.р.);antique;
core_3000;волне́ние (с.р.);excitement;
core_3000;верёвка (ж.р.);rope;
core_3000;придава́ть;to give;
core_3000;аккура́тно;carefully;
core_3000;руководи́ть;to guide;
core_3000;ро́та (ж.р.);company;
core_3000;психи́ческий (м.р.);mental;
core_3000;тётя (ж.р.);aunt;
core_3000;нра́вственный (м.р.);moral;
core_3000;поста́вка (ж.р.);delivery;
core_3000;размышле́ние (с.р.);reflection;
core_3000;беспоко́иться;to worry;
core_3000;архитекту́ра (ж.р.);architecture;
core_3000;математи́ческий (м.р.);mathematical;
core_3000;пры́гать;to jump;
core_3000;свя́зывать;to bind;
core_3000;наруша́ть;to violate;
core_3000;сро́чно;urgently;
core_3000;оде́ть;to put on;
core_3000;му́ка (ж.р.);flour;
core_3000;приступи́ть;to start;
core_3000;отчи́й (м.р.);father;
core_3000;достава́ть;to get;
core_3000;изложи́ть;to outline;
core_3000;автомати́чески;automatically;
core_3000;хими́ческий (м.р.);chemical;
core_3000;ука́з (м.р.);decree;
core_3000;шко́льник (м.р.);schoolboy;
core_3000;общи́на (ж.р.);community;
core_3000;ла́мпа (ж.р.);lamp;
core_3000;мате́рия (ж.р.);matter;
core_3000;столкну́ться;to collide;
core_3000;актуа́льный (м.р.);current;
core_3000;ве́теран (м.р.);veteran;
core_3000;рок (м.р.);rock;
core_3000;разры́в (м.р.);gap;
core_3000;жило́й (м.р.);residential;
core_3000;лице́нзия (ж.р.);license;
core_3000;заме́на (ж.р.);replacement;
core_3000;заду́мываться;to think;
core_3000;организа́тор (м.р.);organizer;
core_3000;прогу́лка (ж.р.);walk;
core_3000;ужа́сно;terrible;
core_3000;короле́вский (м.р.);royal;
core_3000;смени́ть;to change;
core_3000;пустота́ (ж.р.);emptiness;
core_3000;опаса́ться;to beware;
core_3000;подобра́ть;to pick up;
core_3000;ад (м.р.);hell;
core_3000;образова́тельный (м.р.);educational;
core_3000;рискова́ть;to take risks;
core_3000;комменти́ровать;to comment;
core_3000;трени́ровка (ж.р.);training;
core_3000;осознава́ть;to realize;
core_3000;рассужда́ть;to reason;
core_3000;ежедне́вно;daily;
core_3000;грань (ж.р.);edge;
core_3000;боже́ственный (м.р.);divine;
core_3000;мо́лодость (ж.р.);to youth;
core_3000;ю́мор (м.р.);humor;
core_3000;мя́гко;softly;
core_3000;твёрдо;firmly;
core_3000;банко́вский (м.р.);banking;
core_3000;страхово́й (м.р.);insurance;
core_3000;уничтоже́ние (с.р.);destruction;
core_3000;усто́йчивый (м.р.);stable;
core_3000;алкого́ль (м.р.);alcohol;
core_3000;пострада́ть;to suffer;
core_3000;диза́йн (м.р.);design;
core_3000;пригово́р (м.р.);sentence;
core_3000;краси́во;beautiful;
core_3000;гаранти́ровать;to guarantee;
core_3000;охо́тник (м.р.);hunter;
core_3000;рассле́дование (с.р.);investigation;
core_3000;беспла́тно;free;
core_3000;спа́льня (ж.р.);bedroom;
core_3000;просмо́тр (м.р.);view;
core_3000;соотноше́ние (с.р.);ratio;
core_3000;белору́сский (м.р.);Belarusian;
core_3000;про́за (ж.р.);prose;
core_3000;полномо́чие (с.р.);authority;
core_3000;располага́ться;to located;
core_3000;попра́вка (ж.р.);amendment;
core_3000;ощути́ть;to feel;
core_3000;сканда́л (м.р.);scandal;
core_3000;голо́дный (м.р.);hungry;
core_3000;пла́мя (с.р.);flame;
core_3000;логи́ческий (м.р.);logical;
core_3000;совпада́ть;to match;
core_3000;одея́ло (с.р.);blanket;
core_3000;взаимоотношение (с.р.);relationship;
core_3000;изобража́ть;to depict;
core_3000;набира́ть;to dial;
core_3000;укрепле́ние (с.р.);strengthening;
core_3000;вводи́ть;to enter;
core_3000;фа́брика (ж.р.);factory;
core_3000;сторо́нник (м.р.);supporter;
core_3000;направля́ть;to direct;
core_3000;съёмка (ж.р.);shooting;
core_3000;слепо́й (м.р.);blind;
core_3000;пеще́ра (ж.р.);cave;
core_3000;энергети́ческий (м.р.);energy;
core_3000;ры́жий (м.р.);red;
core_3000;учёба (ж.р.);study;
core_3000;у́тренний (м.р.);morning;
core_3000;че́тверть (ж.р.);to quarter;
core_3000;всеми́рный (м.р.);worldwide;
core_3000;соверше́нный (м.р.);perfect;
core_3000;оформле́ние (с.р.);design;
core_3000;поду́шка (ж.р.);pillow;
core_3000;полага́ться;to rely;
core_3000;за́мысел (м.р.);plan;
core_3000;цветно́й (м.р.);color;
core_3000;мане́ра (ж.р.);manner;
core_3000;возрази́ть;to object;
core_3000;призы́в (м.р.);call;
core_3000;утверди́ть;to approve;
core_3000;гре́ческий (м.р.);Greek;
core_3000;мони́тор (м.р.);monitor;
core_3000;дра́кон (м.р.);dragon;
core_3000;регуля́рно;regularly;
core_3000;вы́ставить;to set;
core_3000;препя́тствие (с.р.);obstacle;
core_3000;волше́бный (м.р.);magical;
core_3000;истреби́тель (м.р.);fighter;
core_3000;матч (м.р.);match;
core_3000;фона́рь (м.р.);lantern;
core_3000;официа́льно;official;
core_3000;подтвержде́ние (с.р.);confirmation;
core_3000;седьмо́й (м.р.);seventh;
core_3000;производи́ться;to be produced;
core_3000;ука́занный (м.р.);specified;
core_3000;дли́ться;to last;
core_3000;настро́ить;to configure;
core_3000;департа́мент (м.р.);department;
core_3000;флаг (м.р.);flag;
core_3000;владе́ние (с.р.);possession;
core_3000;эли́та (ж.р.);elite;
core_3000;батаре́я (ж.р.);battery;
core_3000;приключе́ние (с.р.);adventure;
core_3000;посо́бие (с.р.);benefit;
core_3000;серви́с (м.р.);service;
core_3000;любопы́тный (м.р.);curious;
core_3000;покида́ть;to leave;
core_3000;успева́ть;to keep up;
core_3000;коммунисти́ческий (м.р.);communist;
core_3000;му́дрый (м.р.);wise;
core_3000;норма́льно;normal;
core_3000;пуска́ть;to let;
core_3000;бле́дный (м.р.);pale;
core_3000;вор (м.р.);thief;
core_3000;обрести́;find;
core_3000;доро́жка (ж.р.);track;
core_3000;посла́ние (с.р.);message;
core_3000;вну́к (м.р.);grandson;
core_3000;выража́ться;to express;
core_3000;неприя́тность (ж.р.);to trouble;
core_3000;око́нчить;to finish;
core_3000;рассве́т (м.р.);dawn;
core_3000;склон (м.р.);slope;
core_3000;прови́нция (ж.р.);province;
core_3000;сформули́ровать;to formulate;
core_3000;недалеко́;not far;
core_3000;подря́д;in a row;
core_3000;пляж (м.р.);beach;
core_3000;попа́сться;to get caught;
core_3000;вы́жить;to survive;
core_3000;ко́нчить;to finish;
core_3000;благода́рный (м.р.);grateful;
core_3000;хозя́йственный (м.р.);economic;
core_3000;поинтересова́ться;to inquire;
core_3000;перо́ (с.р.);pen;
core_3000;мо́дный (м.р.);fashionable;
core_3000;перестава́ть;to stop;
core_3000;игрово́й (м.р.);gaming;
core_3000;спаса́ть;to save;
core_3000;избега́ть;to avoid;
core_3000;горди́ться;to be proud;
core_3000;запо́лнить;to fill in;
core_3000;маркети́нг (м.р.);marketing;
core_3000;железнодоро́жный (м.р.);railway;
core_3000;бра́ться;to undertake;
core_3000;кни́жный (м.р.);book;
core_3000;любопы́тство (с.р.);curiosity;
core_3000;предполага́ться;to be assumed;
core_3000;ритм (м.р.);rhythm;
core_3000;заверше́ние (с.р.);completion;
core_3000;по́двиг (м.р.);feat;
core_3000;води́ть;to drive;
core_3000;обману́ть;to deceive;
core_3000;пило́т (м.р.);pilot;
core_3000;отзы́в (м.р.);review;
core_3000;голосова́ние (с.р.);voting;
core_3000;ми́ссис (ж.р.);Mrs.;
core_3000;христиани́н (м.р.);Christian;
core_3000;сты́дно;shame;
core_3000;иллю́зия (ж.р.);illusion;
core_3000;ге́ний (м.р.);genius;
core_3000;держа́ва (ж.р.);power;
core_3000;сплошно́й (м.р.);solid;
